filename,Does the article state whether or 0t the data are available?
Clinical_Psychological_Science.2013.April.1-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.10-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.2-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.3-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.4-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.5-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.6-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.7-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.8-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.April.9-4-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.1-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.10-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.2-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.3-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.4-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.5-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.6-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.7-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.8-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.January.9-1-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.1-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.10-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.11-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.2-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.3-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.4-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.5-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.6-7-2013_CPS.txt,1
Clinical_Psychological_Science.2013.July.7-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.8-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.July.9-7-2013_CPS.txt,0
Clinical_Psychological_Science.2013.October.1-10-2013_CPS.txt,0
Clinical_Psychological_Science.2013.October.10-10-2013_CPS.txt,0
Clinical_Psychological_Science.2013.October.2-10-2013_CPS.txt,0
Clinical_Psychological_Science.2013.October.3-10-2013_CPS.txt,0
Clinical_Psychological_Science.2013.October.4-10-2013_CPS.txt,0
Clinical_Psychological_Science.2013.October.5-10-2013_CPS.txt,0
